year,location,predEggOrder,length,breadth,volume,shapeIndex,geomMeanDiam,sphericity,surfArea
2014,Nightingale,A,57.9,46.0,62.1,79.52,49.65,85.83,7745.14
2014,Nightingale,A,59.3,44.2,58.7,74.60,48.74,82.25,7461.71
2014,Nightingale,A,57.3,47.2,64.7,82.45,50.34,87.92,7960.18
2014,Gough,A,57.4,47.0,64.3,81.88,50.24,87.52,7929.06
2014,Nightingale,A,58.8,45.0,60.4,76.53,49.20,83.67,7603.58
2014,Nightingale,A,58.8,45.1,60.5,76.62,49.23,83.73,7614.85
2014,Tristan,A,58.5,45.6,61.7,77.95,49.55,84.70,7712.71
2014,Alex,A,58.5,45.7,61.8,78.03,49.58,84.76,7723.99
2014,Nightingale,A,58.6,45.6,61.8,77.82,49.58,84.60,7721.50
2014,Nightingale,A,57.6,47.2,65.1,81.94,50.44,87.57,7992.59
2014,Nightingale,A,58.8,45.5,61.6,77.30,49.52,84.22,7705.13
2014,Tristan,A,59.8,44.0,58.7,73.58,48.74,81.50,7462.56
2014,Alex,A,59.0,45.5,61.9,77.12,49.62,84.10,7733.92
2014,Alex,A,57.7,47.9,67.1,83.02,50.97,88.33,8160.46
2014,Alex,A,61.3,42.8,56.9,69.82,48.24,78.70,7312.21
2014,Nightingale,A,59.1,46.3,64.2,78.34,50.22,84.98,7924.70
2014,Tristan,A,59.0,46.5,64.7,78.81,50.34,85.32,7961.38
2014,Tristan,A,60.7,44.0,59.6,72.49,48.98,80.69,7537.24
2014,Nightingale,A,58.6,47.2,66.0,80.46,50.69,86.51,8073.41
2014,Nightingale,A,59.6,45.9,63.6,77.08,50.06,84.07,7873.26
2014,Tristan,A,59.6,46.0,63.9,77.18,50.15,84.14,7900.56
2014,Nightingale,A,59.6,46.1,64.1,77.27,50.18,84.20,7912.01
2014,Alex,A,62.1,42.5,56.9,68.44,48.23,77.66,7306.84
2014,Tristan,A,60.2,45.4,62.9,75.42,49.88,82.85,7815.47
2014,Nightingale,A,59.3,46.8,65.8,78.92,50.64,85.40,8057.14
2014,Nightingale,A,59.7,46.3,64.7,77.47,50.36,84.35,7966.76
2014,Tristan,A,58.8,47.7,67.8,81.12,51.15,86.98,8217.87
2014,Nightingale,A,59.3,47.0,66.4,79.26,50.79,85.64,8103.08
2014,Tristan,A,59.5,46.8,66.1,78.66,50.70,85.21,8075.24
2014,Gough,A,59.1,47.4,67.3,80.20,51.02,86.32,8176.72
2014,Tristan,A,59.3,47.2,67.0,79.60,50.93,85.89,8149.09
2014,Alex,A,59.0,47.8,68.3,81.02,51.27,86.91,8259.53
2014,Tristan,A,58.7,48.3,69.4,82.28,51.54,87.81,8346.51
2014,Tristan,A,58.6,48.5,69.9,82.76,51.66,88.15,8383.09
2014,Nightingale,A,59.9,46.7,66.1,77.88,50.70,84.65,8076.75
2014,Nightingale,A,60.1,46.5,65.9,77.37,50.65,84.28,8060.03
2014,Gough,A,60.3,46.5,66.1,77.11,50.71,84.09,8077.90
2014,Tristan,A,59.7,47.5,68.3,79.56,51.26,85.86,8255.14
2014,Tristan,A,60.5,46.5,66.3,76.86,50.76,83.91,8095.76
2014,Tristan,A,60.5,46.5,66.3,76.86,50.76,83.91,8095.76
2014,Nightingale,A,60.0,47.3,68.1,78.83,51.20,85.34,8236.30
2014,Nightingale,A,60.8,46.3,66.1,76.15,50.70,83.39,8075.95
2014,Alex,A,61.3,45.7,64.9,74.55,50.40,82.22,7980.16
2014,Nightingale,A,60.3,47.3,68.3,78.36,51.25,84.99,8252.09
2014,Gough,A,59.2,48.9,71.8,82.60,52.12,88.04,8533.15
2014,Nightingale,A,61.1,46.2,66.1,75.68,50.70,83.04,8074.76
2014,Gough,A,60.9,46.6,67.0,76.52,50.95,83.66,8154.72
2014,Nightingale,A,60.1,47.9,69.9,79.77,51.65,86.01,8380.55
2014,Nightingale,A,60.4,47.5,68.9,78.56,51.42,85.14,8307.87
2014,Alex,A,61.2,46.4,66.8,75.82,50.89,83.15,8134.70
2014,Gough,A,62.3,44.8,63.4,71.91,50.01,80.27,7855.60
2014,Tristan,A,61.9,45.4,64.7,73.34,50.34,81.33,7961.93
2014,Tristan,A,61.8,45.8,65.7,74.11,50.61,81.89,8046.92
2014,Tristan,A,60.0,48.6,71.9,81.00,52.14,86.89,8539.50
2014,Nightingale,A,60.5,47.9,70.4,79.17,51.78,85.58,8422.37
2014,Alex,A,61.0,47.2,68.9,77.38,51.41,84.28,8304.10
2014,Tristan,A,60.0,48.7,72.1,81.17,52.21,87.01,8562.94
2014,Tristan,A,60.7,47.8,70.3,78.75,51.76,85.28,8417.43
2014,Nightingale,A,60.5,48.1,71.0,79.50,51.92,85.82,8469.29
2014,Tristan,A,65.9,40.2,54.0,61.00,47.40,71.93,7058.43
2014,Nightingale,A,60.4,48.5,72.0,80.30,52.18,86.39,8553.89
2014,Nightingale,A,61.8,46.7,68.2,75.49,51.23,82.90,8246.65
2014,Alex,A,61.5,47.3,69.8,76.91,51.63,83.94,8373.01
2014,Tristan,A,60.7,48.5,72.4,79.90,52.27,86.11,8582.19
2014,Tristan,A,61.8,47.0,69.2,76.05,51.49,83.32,8329.25
2014,Nightingale,A,61.2,48.0,71.5,78.43,52.05,85.05,8510.84
2014,Gough,A,61.1,48.2,72.0,78.89,52.16,85.38,8548.83
2014,Nightingale,A,62.2,46.6,68.5,74.92,51.31,82.49,8270.37
2014,Nightingale,A,62.5,46.2,67.6,73.92,51.10,81.75,8202.11
2014,Nightingale,A,62.5,46.2,67.6,73.92,51.10,81.75,8202.11
2014,Nightingale,A,62.5,46.3,67.9,74.08,51.17,81.87,8225.79
2014,Gough,A,61.9,47.2,69.9,76.25,51.66,83.46,8385.58
2014,Nightingale,A,60.8,48.9,73.7,80.43,52.58,86.48,8686.22
2014,Nightingale,A,61.7,47.6,70.9,77.15,51.90,84.12,8462.19
2014,Tristan,A,60.9,48.9,73.8,80.30,52.61,86.39,8695.74
2014,Tristan,A,64.3,43.9,62.8,68.27,49.86,77.54,7808.66
2014,Gough,A,63.3,45.4,66.1,71.72,50.72,80.13,8081.53
2014,Nightingale,A,63.4,45.3,66.0,71.45,50.67,79.92,8066.29
2014,Nightingale,A,61.1,48.8,73.7,79.93,52.58,86.13,8686.27
2014,Nightingale,A,61.0,49.2,74.9,80.66,52.86,86.65,8776.54
2014,Nightingale,A,63.0,46.3,68.3,73.41,51.27,81.38,8257.70
2014,Alex,A,61.3,48.9,74.2,79.69,52.69,85.95,8721.87
2014,Nightingale,A,63.7,45.3,66.3,71.11,50.75,79.67,8091.71
2014,Tristan,A,62.5,47.2,70.6,75.52,51.83,82.93,8439.68
2014,Nightingale,A,63.2,46.2,68.4,73.10,51.29,81.15,8263.24
2014,Gough,A,62.7,47.1,70.5,75.12,51.81,82.64,8433.79
2014,Alex,A,61.0,49.7,76.4,81.48,53.21,87.23,8895.66
2014,Nightingale,A,62.0,48.3,73.3,77.90,52.49,84.66,8656.46
2014,Nightingale,A,64.3,45.0,65.9,69.91,50.65,78.77,8058.67
2014,Nightingale,A,63.0,46.9,70.3,74.44,51.75,82.14,8412.80
2014,Tristan,A,62.4,47.8,72.3,76.60,52.24,83.72,8573.87
2014,Alex,A,62.4,47.9,72.4,76.68,52.28,83.78,8585.83
2014,Nightingale,A,64.0,45.5,67.2,71.09,50.98,79.66,8164.92
2014,Nightingale,A,61.8,48.8,74.6,78.96,52.80,85.43,8757.27
2014,Gough,A,62.0,48.7,74.6,78.55,52.78,85.13,8752.18
2014,Nightingale,A,62.6,47.9,72.8,76.52,52.37,83.66,8616.15
2014,Tristan,A,64.1,45.7,67.9,71.29,51.16,79.81,8221.36
2014,Gough,A,63.5,46.6,69.9,73.39,51.66,81.36,8385.20
2014,Tristan,A,62.1,48.7,74.7,78.42,52.81,85.04,8761.59
2014,Gough,A,62.2,48.7,74.8,78.30,52.84,84.95,8770.99
2014,Gough,A,62.2,48.7,74.8,78.30,52.84,84.95,8770.99
2014,Alex,A,62.8,48.0,73.2,76.35,52.46,83.54,8646.52
2014,Gough,A,62.1,49.0,75.6,78.90,53.03,85.39,8833.63
2014,Alex,A,62.0,49.2,75.9,79.27,53.11,85.66,8860.18
2014,Tristan,A,63.2,47.4,72.0,75.00,52.17,82.55,8550.65
2014,Nightingale,A,62.0,49.4,76.7,79.68,53.29,85.95,8920.32
2014,Nightingale,A,63.6,47.2,71.7,74.14,52.10,81.91,8526.36
2014,Gough,A,63.5,47.3,72.0,74.49,52.18,82.17,8553.57
2014,Alex,A,63.1,47.9,73.4,75.91,52.51,83.22,8661.97
2014,Alex,A,61.3,50.6,79.6,82.54,53.94,88.00,9140.94
2014,Alex,A,63.8,47.1,71.5,73.80,52.06,81.67,8515.62
2014,Gough,A,63.1,48.1,74.0,76.23,52.66,83.45,8710.23
2014,Nightingale,A,63.4,47.8,73.4,75.45,52.51,82.88,8660.67
2014,Nightingale,A,62.7,48.8,75.7,77.83,53.05,84.61,8842.08
2014,Tristan,A,62.1,49.7,77.8,80.03,53.53,86.20,9002.29
2014,Tristan,A,63.4,47.8,73.4,75.39,52.52,82.84,8665.23
2014,Gough,A,62.8,49.0,76.4,78.03,53.23,84.75,8899.89
2014,Tristan,A,62.3,49.8,78.3,79.94,53.66,86.13,9045.81
2014,Tristan,A,62.6,49.4,77.5,78.91,53.46,85.40,8977.77
2014,Nightingale,A,62.3,49.9,78.6,80.10,53.73,86.25,9070.04
2014,Tristan,A,64.1,47.3,72.7,73.79,52.34,81.66,8607.36
2014,Alex,A,63.1,48.9,76.4,77.56,53.22,84.41,8899.22
2014,Tristan,A,63.0,49.0,76.7,77.78,53.28,84.57,8918.77
2014,Gough,A,61.8,50.8,80.9,82.20,54.23,87.75,9239.05
2014,Nightingale,A,62.2,50.3,79.6,80.79,53.95,86.74,9145.17
2014,Gough,A,64.3,47.2,72.6,73.41,52.32,81.37,8600.95
2014,Nightingale,A,62.4,50.1,79.3,80.21,53.87,86.33,9116.16
2014,Tristan,A,63.6,48.4,75.5,76.10,53.01,83.35,8829.07
2014,Tristan,A,62.6,49.9,79.0,79.71,53.82,85.97,9099.14
2014,Gough,A,63.5,48.6,76.0,76.54,53.13,83.67,8868.44
2014,Gough,A,63.3,48.9,76.7,77.25,53.29,84.19,8922.72
2014,Nightingale,A,62.9,49.6,78.4,78.92,53.67,85.40,9050.29
2014,Nightingale,A,63.3,49.0,76.9,77.33,53.33,84.25,8934.89
2014,Gough,A,62.7,49.9,79.2,79.59,53.85,85.88,9108.82
2014,Nightingale,A,63.0,49.5,78.3,78.57,53.64,85.15,9040.32
2014,Gough,A,62.9,49.7,78.8,79.01,53.76,85.47,9079.43
2014,Tristan,A,65.3,46.3,71.0,70.90,51.92,79.51,8469.67
2014,Gough,A,61.1,52.6,85.7,86.09,55.29,90.50,9604.87
2014,Nightingale,A,64.6,47.4,73.6,73.37,52.55,81.35,8676.46
2014,Nightingale,A,63.7,48.9,77.2,76.77,53.41,83.84,8960.27
2014,Nightingale,A,63.5,49.2,77.9,77.48,53.57,84.36,9014.73
2014,Gough,A,63.1,49.9,79.7,79.08,53.96,85.52,9147.52
2014,Nightingale,A,64.0,48.7,77.0,76.09,53.34,83.35,8939.40
2014,Alex,A,64.5,48.0,75.3,74.42,52.97,82.12,8814.10
2014,Tristan,A,63.3,49.8,79.6,78.67,53.95,85.22,9142.36
2014,Gough,A,64.0,48.8,77.3,76.25,53.42,83.46,8963.89
2014,Gough,A,63.9,49.0,77.8,76.68,53.53,83.78,9003.51
2014,Gough,A,63.7,49.4,78.8,77.55,53.77,84.41,9082.64
2014,Gough,A,61.9,52.1,85.2,84.17,55.18,89.15,9565.93
2014,Tristan,A,64.8,47.8,75.1,73.77,52.90,81.64,8792.33
2014,Tristan,A,64.2,48.7,77.2,75.86,53.40,83.18,8958.02
2014,Tristan,A,63.5,49.8,79.8,78.43,54.00,85.04,9161.60
2014,Gough,A,64.0,49.2,78.5,76.88,53.71,83.92,9061.98
2014,Gough,A,63.5,50.0,80.5,78.74,54.15,85.27,9210.69
2014,Gough,A,62.9,50.9,82.6,80.92,54.62,86.84,9372.90
2014,Nightingale,A,65.0,47.8,75.3,73.54,52.96,81.47,8810.41
2014,Gough,A,64.7,48.4,76.8,74.81,53.32,82.41,8930.58
2014,Tristan,A,64.0,49.7,80.1,77.66,54.07,84.49,9184.98
2014,Gough,A,63.6,50.3,81.6,79.09,54.39,85.52,9294.20
2014,Tristan,A,66.8,45.6,70.4,68.26,51.79,77.53,8425.98
2014,Nightingale,A,65.4,47.7,75.4,72.94,52.99,81.03,8821.85
2014,Tristan,A,64.4,49.2,79.0,76.40,53.82,83.57,9099.70
2014,Nightingale,A,66.0,47.0,73.8,71.14,52.59,79.69,8690.14
2014,Tristan,A,64.5,49.2,79.2,76.28,53.85,83.48,9109.12
2014,Alex,A,64.9,48.7,78.0,75.10,53.58,82.62,9018.38
2014,Nightingale,A,64.8,48.8,78.2,75.31,53.64,82.77,9038.43
2014,Gough,A,64.3,49.6,80.2,77.14,54.08,84.11,9188.95
2014,Alex,A,64.0,50.3,82.1,78.59,54.51,85.16,9333.13
2014,Tristan,A,64.7,49.3,79.7,76.20,53.98,83.42,9152.69
2014,Gough,A,65.6,48.0,76.6,73.17,53.27,81.20,8914.03
2014,Alex,A,64.7,49.4,79.9,76.28,54.01,83.48,9165.07
2014,Nightingale,A,65.5,48.3,77.5,73.74,53.46,81.62,8979.25
2014,Nightingale,A,63.9,50.7,83.3,79.34,54.77,85.70,9422.39
2014,Nightingale,A,65.8,48.0,76.7,72.87,53.28,80.98,8919.73
2014,Gough,A,65.3,48.8,78.8,74.73,53.78,82.35,9084.86
2014,Nightingale,A,64.8,50.0,81.9,77.14,54.46,84.11,9318.74
2014,Tristan,A,67.7,45.8,72.0,67.65,52.17,77.06,8551.25
2014,Gough,A,65.8,48.7,79.1,74.01,53.84,81.82,9106.24
2014,Nightingale,A,65.3,49.6,81.4,75.96,54.36,83.25,9283.98
2014,Nightingale,A,65.5,49.4,80.9,75.34,54.23,82.80,9240.46
2014,Gough,A,65.0,50.3,83.4,77.38,54.79,84.29,9430.10
2014,Nightingale,A,65.2,50.1,83.0,76.84,54.70,83.89,9399.37
2014,Tristan,A,65.5,50.1,83.4,76.49,54.78,83.64,9428.18
2014,Gough,A,64.3,51.9,87.8,80.72,55.74,86.69,9761.43
2014,Nightingale,A,65.6,50.1,83.3,76.30,54.77,83.50,9425.21
2014,Tristan,A,66.4,48.9,80.5,73.64,54.15,81.55,9211.71
2014,Gough,A,65.0,51.0,85.7,78.46,55.29,85.07,9605.48
2014,Nightingale,A,66.3,49.3,81.5,74.34,54.37,82.06,9285.72
2014,Alex,A,65.6,50.3,84.1,76.68,54.96,83.77,9488.04
2014,Gough,A,65.3,50.8,85.4,77.79,55.23,84.59,9584.67
2014,Gough,A,66.2,49.6,82.6,74.92,54.61,82.49,9369.09
2014,Gough,A,65.4,50.9,85.9,77.83,55.34,84.61,9619.64
2014,Tristan,A,65.5,50.8,85.7,77.56,55.29,84.41,9604.23
2014,Nightingale,A,60.9,57.8,102.9,94.91,58.77,96.57,10849.08
2014,Gough,A,66.5,49.5,82.6,74.44,54.62,82.13,9372.12
2014,Nightingale,A,68.4,46.7,75.6,68.27,53.04,77.54,8836.42
2014,Nightingale,A,66.2,50.0,83.9,75.53,54.90,82.94,9469.97
2014,Nightingale,A,65.9,50.5,85.2,76.63,55.19,83.74,9567.43
2014,Nightingale,A,66.5,49.7,83.2,74.79,54.75,82.40,9417.92
2014,Nightingale,A,67.3,48.6,80.4,72.19,54.12,80.48,9201.61
2014,Alex,A,67.6,48.3,80.0,71.45,54.03,79.92,9170.17
2014,Tristan,A,66.8,49.6,83.3,74.25,54.77,82.00,9425.62
2014,Gough,A,66.4,50.2,84.8,75.60,55.11,82.99,9539.67
2014,Gough,A,66.9,49.9,84.5,74.59,55.02,82.25,9511.19
2014,Gough,A,66.3,51.0,87.4,76.92,55.66,83.95,9733.13
2014,Gough,A,66.4,50.9,87.2,76.66,55.62,83.76,9717.45
2014,Gough,A,66.5,51.0,87.7,76.69,55.72,83.78,9752.69
2014,Gough,A,65.7,52.3,91.1,79.60,56.43,85.89,10004.51
2014,Nightingale,A,66.0,52.3,91.5,79.24,56.52,85.63,10034.94
2014,Tristan,A,67.6,50.0,85.7,73.96,55.29,81.79,9603.02
2014,Gough,A,66.4,52.0,91.0,78.31,56.41,84.96,9998.46
2014,Gough,A,67.2,50.9,88.3,75.74,55.84,83.09,9795.35
2014,Gough,A,67.3,50.8,88.1,75.48,55.79,82.90,9779.38
2014,Tristan,A,68.0,49.8,85.5,73.24,55.25,81.25,9589.48
2014,Gough,A,66.8,51.7,90.5,77.40,56.31,84.30,9961.43
2014,Gough,A,67.0,51.6,90.4,77.01,56.29,84.02,9955.57
2014,Gough,A,68.6,49.3,84.5,71.87,55.04,80.23,9516.89
2014,Gough,A,67.3,52.1,92.6,77.41,56.74,84.31,10114.48
2014,Gough,A,67.4,52.0,92.4,77.15,56.70,84.12,10098.59
2014,Gough,A,69.9,48.7,84.1,69.67,54.93,78.59,9480.69
2014,Gough,A,68.5,51.2,91.0,74.74,56.42,82.36,9999.31
2014,Gough,A,65.9,55.5,102.9,84.22,58.77,89.18,10850.86
2014,Gough,A,69.3,50.9,91.0,73.45,56.41,81.41,9998.37
2014,Gough,A,70.3,50.6,91.3,71.98,56.46,80.32,10015.07
2014,Nightingale,A,70.9,51.6,95.7,72.78,57.37,80.91,10338.25
2014,Gough,A,69.9,53.3,100.7,76.25,58.34,83.46,10693.12
2014,Alex,B,57.3,43.3,54.5,75.57,47.54,82.96,7099.65
2014,Nightingale,B,61.0,47.5,69.7,77.93,51.62,84.69,8369.97
2014,Alex,B,65.0,41.6,57.0,64.05,48.26,74.30,7316.90
2014,Alex,B,61.2,47.8,70.9,78.10,51.90,84.81,8463.59
2014,Alex,B,65.6,47.5,75.0,72.46,52.88,80.68,8785.97
2014,Alex,B,63.8,50.2,81.5,78.75,54.36,85.27,9284.14
2014,Alex,B,64.2,49.7,80.3,77.47,54.11,84.35,9199.33
2014,Nightingale,B,65.0,48.8,78.5,75.08,53.69,82.60,9057.02
2014,Nightingale,B,64.7,50.2,82.7,77.59,54.63,84.44,9376.15
2014,Nightingale,B,65.6,49.2,80.5,75.00,54.15,82.55,9212.40
2014,Tristan,B,64.2,51.8,87.3,80.69,55.64,86.67,9726.27
2014,Alex,B,65.8,49.7,82.3,75.59,54.56,82.98,9351.66
2014,Nightingale,B,66.4,49.0,80.8,73.80,54.22,81.66,9236.84
2014,Nightingale,B,65.3,51.0,86.1,78.10,55.38,84.81,9635.01
2014,Alex,B,65.5,50.9,85.8,77.69,55.31,84.51,9611.94
2014,Nightingale,B,66.9,49.3,82.4,73.75,54.57,81.63,9354.34
2014,Nightingale,B,66.0,50.7,86.0,76.82,55.36,83.88,9627.71
2014,Alex,B,65.6,51.5,88.1,78.57,55.81,85.14,9786.06
2014,Tristan,B,65.6,51.5,88.2,78.51,55.83,85.10,9791.04
2014,Nightingale,B,65.1,52.6,91.3,80.80,56.47,86.75,10019.63
2014,Gough,B,66.3,50.9,87.1,76.77,55.59,83.84,9707.69
2014,Nightingale,B,65.7,51.8,89.4,78.84,56.07,85.34,9877.18
2014,Nightingale,B,64.9,53.2,93.1,82.04,56.83,87.63,10146.25
2014,Tristan,B,65.5,52.4,91.2,80.00,56.45,86.18,10009.66
2014,Alex,B,65.5,52.5,91.5,80.21,56.50,86.33,10030.03
2014,Nightingale,B,65.0,53.2,93.3,81.85,56.87,87.50,10161.89
2014,Alex,B,68.9,47.7,79.4,69.28,53.91,78.30,9129.43
2014,Gough,B,65.7,52.4,91.5,79.76,56.50,86.00,10030.02
2014,Alex,B,68.5,48.3,80.9,70.44,54.23,79.17,9238.61
2014,Nightingale,B,73.9,40.4,61.2,54.67,49.41,66.86,7669.28
2014,Nightingale,B,66.5,51.5,89.4,77.44,56.08,84.33,9880.39
2014,Gough,B,65.2,53.6,95.0,82.21,57.22,87.76,10284.93
2014,Tristan,B,67.8,49.8,85.3,73.45,55.19,81.41,9570.67
2014,Nightingale,B,66.9,51.3,89.2,76.74,56.03,83.82,9863.72
2014,Nightingale,B,67.4,50.7,87.7,75.15,55.71,82.66,9750.55
2014,Alex,B,65.9,52.9,93.5,80.27,56.92,86.37,10178.44
